Name,Province,Climate ID,Station ID,Latitude,Longitude,Elevation (m),First Year,Last Year,First Year (Hourly),Last Year (Hourly),First Year (Daily),Last Year (Daily),First Year (Monthly),Last Year (Monthly)
PORT RADIUM (AUT),NORTHWEST TERRITORIES,2203305,8944,66.08,-117.93,438,1977,1983,1977,1983,-999,-999,-999,-999
POWDER LAKE,NORTHWEST TERRITORIES,2203315,10931,61.97,-108.62,485,1994,2003,1994,2003,1994,2003,1996,2003
QAVVIK LAKE,NORTHWEST TERRITORIES,2203341,27889,68.25,-122.1,548,1999,2011,2000,2011,1999,2011,2000,2007
RABBIT KETTLE,NORTHWEST TERRITORIES,2203342,26895,61.96,-127.21,618,1995,2019,1995,2019,1995,2019,1998,2007
RAE LAKES,NORTHWEST TERRITORIES,2203359,10926,64.11,-117.33,221,1994,2019,1994,2019,1994,2019,2005,2006
RAE LAKES,NORTHWEST TERRITORIES,2203360,1691,64.12,-117.35,213,1974,2000,-999,-999,1974,2000,1974,2000
GAMETI AIRPORT,NORTHWEST TERRITORIES,2203361,27798,64.12,-117.31,220,2000,2014,2000,2013,2000,2014,2000,2007
GAMETI A,NORTHWEST TERRITORIES,2203362,51886,64.12,-117.31,220,2013,2019,2013,2019,-999,-999,-999,-999
GAMETI A,NORTHWEST TERRITORIES,2203365,52966,64.12,-117.31,220,2014,2019,2014,2019,2018,2019,-999,-999
RAMPART RIVER,NORTHWEST TERRITORIES,2203390,26833,65.95,-130.47,154,1994,2003,1994,2002,1994,2003,1996,2002
ST CHARLES CREEK,NORTHWEST TERRITORIES,2203656,26896,64.78,-124.22,341,1995,2003,1995,2003,1995,2003,1998,2002
SANS SAULT RAPIDS,NORTHWEST TERRITORIES,2203675,1693,65.67,-128.82,63,1971,1973,-999,-999,1973,1973,1971,1973
SNARE RAPIDS,NORTHWEST TERRITORIES,2203700,1694,63.52,-116.0,241,1947,2000,-999,-999,1947,2000,1947,2000
SNOWDRIFT,NORTHWEST TERRITORIES,2203750,1695,62.4,-110.73,176,1972,1974,1973,1974,1972,1974,1972,1974
TSICHU RIVER,NORTHWEST TERRITORIES,2203891,1696,63.3,-129.82,1264,1974,1982,-999,-999,1974,1982,1974,1982
TSU LAKE,NORTHWEST TERRITORIES,2203892,1697,60.68,-111.87,213,1974,1975,-999,-999,1974,1975,1974,1975
TUKTOYAKTUK,NORTHWEST TERRITORIES,2203900,1698,69.47,-132.98,-999,1948,1956,-999,-999,1948,1956,1948,1956
TUKTOYAKTUK,NORTHWEST TERRITORIES,2203910,1699,69.45,-133.0,18,1957,1993,1958,1993,1957,1993,1957,1993
TUKTOYAKTUK A,NORTHWEST TERRITORIES,2203911,53582,69.43,-133.03,4,2015,2019,2015,2019,2018,2019,-999,-999
TUKTOYAKTUK A,NORTHWEST TERRITORIES,2203912,1700,69.43,-133.03,4,1970,2015,1970,2015,1970,2015,1970,2007
TUKTOYAKTUK A,NORTHWEST TERRITORIES,2203913,53581,69.43,-133.03,4,2015,2019,2015,2019,-999,-999,-999,-999
TUKTOYAKTUK,NORTHWEST TERRITORIES,2203914,26987,69.43,-133.02,4,1994,2019,1994,2019,1995,2019,1999,2006
TUKTUT NOGAIT,NORTHWEST TERRITORIES,2203918,27626,69.2,-122.36,551,1998,2019,1998,2019,1998,2019,1998,2007
TUNDRA MINE,NORTHWEST TERRITORIES,2203920,1701,64.03,-111.17,470,1963,1967,-999,-999,1963,1967,1963,1967
TUNGSTEN,NORTHWEST TERRITORIES,2203922,1702,61.95,-128.25,1143,1966,1990,-999,-999,1966,1990,1966,1990
TUNUNUK,NORTHWEST TERRITORIES,2203925,1703,69.02,-134.68,48,1959,1963,-999,-999,1959,1963,1959,1963
TWIN GORGES,NORTHWEST TERRITORIES,2203933,1704,60.25,-111.8,237,1967,1970,-999,-999,1967,1970,1967,1970
VIRGINIA FALLS,NORTHWEST TERRITORIES,2203943,8947,61.63,-125.8,609,1994,2009,1994,2004,1994,2009,1998,2002
WEKWEETI A,NORTHWEST TERRITORIES,2203980,50721,64.19,-114.08,368,2012,2019,2012,2019,2018,2019,-999,-999
WRIGLEY A,NORTHWEST TERRITORIES,2204000,1705,63.21,-123.44,149,1943,2015,1957,2015,1943,2015,1943,2007
WRIGLEY A,NORTHWEST TERRITORIES,2204001,53600,63.21,-123.44,149,2015,2019,2015,2019,-999,-999,-999,-999
WRIGLEY A,NORTHWEST TERRITORIES,2204005,53601,63.21,-123.44,149,2015,2019,2015,2019,2018,2019,-999,-999
YELLOWKNIFE A,NORTHWEST TERRITORIES,2204100,1706,62.46,-114.44,205,1942,2013,1953,2013,1942,2013,1942,2007
YELLOWKNIFE A,NORTHWEST TERRITORIES,2204101,51058,62.46,-114.44,205,2013,2019,2013,2019,2013,2019,-999,-999
YELLOWKNIFE-HENDERSON,NORTHWEST TERRITORIES,2204110,45467,62.45,-114.38,200,2006,2019,-999,-999,2006,2019,2006,2007
YELLOWKNIFE CS,NORTHWEST TERRITORIES,2204155,27338,62.47,-114.45,210,1997,2004,-999,-999,1997,2004,1997,2004
YELLOWKNIFE HYDRO,NORTHWEST TERRITORIES,2204200,1707,62.67,-114.25,159,1943,2000,-999,-999,1943,2000,1943,2000
YOHIN,NORTHWEST TERRITORIES,2204300,1635,61.24,-123.74,204,1957,2019,1973,2019,1957,2019,1957,2007
LIVERPOOL BAY,NORTHWEST TERRITORIES,220B68C,10823,69.6,-130.91,101,1992,2019,1994,2019,1992,2019,2005,2007
LITTLE CHICAGO,NORTHWEST TERRITORIES,220B6Q3,10760,67.18,-130.23,62,1993,2019,1994,2019,1993,2019,2005,2007
LITTLE DOCTOR LAKE,NORTHWEST TERRITORIES,220BFH3,1621,61.9,-123.25,215,1974,1985,-999,-999,1974,1985,1974,1985
TUKTOYAKTUK 1,NORTHWEST TERRITORIES,220C9JK,10845,69.44,-133.0,17,1992,1993,1992,1993,1993,1993,-999,-999
TROUT LAKE,NORTHWEST TERRITORIES,220CQHR,10880,60.44,-121.24,498,1994,2019,1994,2019,1994,2019,2006,2007
MARIAN LAKE TOWER,NORTHWEST TERRITORIES,220K68F,1622,63.07,-116.88,294,1974,1975,-999,-999,1974,1975,1974,1975
GREAT SLAVE LAKE BUOY,NORTHWEST TERRITORIES,220KLML,10886,61.18,-115.32,156,1997,2001,-999,-999,1997,2001,-999,-999
LUTSELK'E A,NORTHWEST TERRITORIES,220L001,27797,62.42,-110.68,178,1999,2016,1999,2015,1999,2016,1999,2007
LUTSELK'E CS,NORTHWEST TERRITORIES,220L002,29451,62.42,-110.69,178,1999,2017,1999,2017,2000,2017,2000,2007
GRAY LAKE,NORTHWEST TERRITORIES,220LBQK,10929,61.92,-108.43,451,1994,2001,1994,2001,1994,2001,1996,2000
STORM HILLS,NORTHWEST TERRITORIES,220LQJJ,10824,68.91,-133.94,261,1993,2018,1999,2018,1993,2014,2000,2000
EKATI A,NORTHWEST TERRITORIES,220N001,27240,64.7,-110.61,468,1997,2016,1997,2016,1998,2016,1998,2007
LINDBURG LANDING,NORTHWEST TERRITORIES,220N003,27608,61.13,-122.85,183,1998,2019,1998,2019,1998,2019,1998,2007
LOWER CARP LAKE,NORTHWEST TERRITORIES,220N004,27610,63.6,-113.86,373,1992,2018,1992,2018,1998,2018,1998,2006
TRAIL VALLEY,NORTHWEST TERRITORIES,220N005,27620,68.75,-133.5,85,1998,2019,1998,2019,1998,2019,2002,2006
ARVIAT AWOS,NUNAVUT,2300426,47427,61.1,-94.07,10,2008,2012,2008,2012,2008,2012,-999,-999
ARVIAT A,NUNAVUT,2300427,50557,61.09,-94.07,10,2012,2019,2012,2019,2012,2019,-999,-999
ARVIAT A,NUNAVUT,2300428,50718,61.09,-94.07,10,2012,2019,2012,2019,-999,-999,-999,-999
BAKER LAKE A,NUNAVUT,2300500,1709,64.3,-96.08,18,1946,2013,1953,2013,1946,2013,1946,2013
BAKER LAKE CLIMATE,NUNAVUT,2300501,42583,64.32,-96.0,50,2004,2019,2004,2019,2004,2019,2005,2007
BAKER LAKE A,NUNAVUT,2300503,51417,64.3,-96.08,18,2013,2019,2013,2019,2013,2019,-999,-999
BAKER LAKE A,NUNAVUT,2300504,54138,64.3,-96.08,18,2016,2019,2016,2019,2018,2019,-999,-999
BATHURST INLET,NUNAVUT,2300550,1628,66.83,-108.02,13,1958,1962,-999,-999,1958,1962,1958,1962
BATHURST INLET,NUNAVUT,2300551,50657,66.84,-108.01,5,2012,2019,2012,2019,2012,2019,-999,-999
BERNARD HARBOUR,NUNAVUT,2300555,1630,68.78,-114.83,64,1959,1993,1992,1993,1959,1993,1959,1963
CAPE PEEL,NUNAVUT,2300680,1634,69.05,-107.32,58,1959,1963,-999,-999,1959,1963,1959,1963
CHESTERFIELD,NUNAVUT,2300700,1710,63.33,-90.72,6,1930,1984,1953,1984,1930,1981,1930,1981
CHESTERFIELD INLET A,NUNAVUT,2300701,51998,63.35,-90.73,9,2013,2019,2013,2019,-999,-999,-999,-999
CHESTERFIELD INLET,NUNAVUT,2300705,1711,63.75,-91.83,14,1921,1931,-999,-999,1921,1931,1922,1931
CHESTERFIELD INLET A,NUNAVUT,2300707,1712,63.35,-90.73,9,1985,2014,1985,2013,1985,2014,1985,2007
CHESTERFIELD INLET A,NUNAVUT,2300710,52968,63.35,-90.73,9,2014,2019,2014,2019,2018,2019,-999,-999
CLINTON POINT,NUNAVUT,2300750,1637,69.58,-120.8,100,1957,1993,1958,1993,1957,1993,1957,1993
CONTWOYTO LAKE,NUNAVUT,2300850,1639,65.48,-110.37,451,1956,1981,1956,1981,1959,1981,1959,1981
COPPERMINE,NUNAVUT,2300900,1640,67.83,-115.12,9,1930,1977,1953,1977,1930,1977,1930,1977
KUGLUKTUK A,NUNAVUT,2300902,1641,67.82,-115.14,22,1977,2014,1978,2014,1977,2014,1977,2014
KUGLUKTUK A,NUNAVUT,2300903,53335,67.82,-115.14,22,2014,2019,2014,2019,2014,2019,-999,-999
KUGLUKTUK CLIMATE,NUNAVUT,2300904,43003,67.82,-115.14,22,2004,2019,2005,2019,2004,2019,2005,2007
KUGLUKTUK A,NUNAVUT,2300905,54158,67.82,-115.14,22,2016,2019,2016,2019,2018,2019,-999,-999
ARVIAT A,NUNAVUT,2300MKF,1708,61.1,-94.07,10,1973,2016,1984,2012,1973,2016,1973,2007
BACK RIVER (AUT),NUNAVUT,2300MQM,10723,66.09,-96.51,61,1994,2004,1994,2004,1995,2004,1999,2003
CORAL HARBOUR A,NUNAVUT,2301000,1713,64.19,-83.36,62,1933,2015,1953,2015,1933,2015,1933,2015
CORAL HARBOUR A,NUNAVUT,2301002,53421,64.19,-83.36,62,2015,2019,2015,2019,2015,2019,-999,-999
CORAL HARBOUR A,NUNAVUT,2301004,54220,64.19,-83.36,62,2016,2019,2016,2019,2018,2019,-999,-999
CORAL HARBOUR RCS,NUNAVUT,2301010,47347,64.18,-83.35,57,2014,2019,2014,2019,2014,2019,-999,-999
ELLICE RIVER (AUT),NUNAVUT,2301094,10895,67.72,-104.47,42,1994,2007,1994,2003,1994,2007,2006,2006
ENNADAI LAKE,NUNAVUT,2301100,1714,61.13,-100.9,324,1949,1979,1953,1979,1949,1979,1949,1979
ENNADAI LAKE (AUT),NUNAVUT,2301102,7341,61.13,-100.88,353,1994,2019,1994,2019,1994,2019,1998,2007
ARVIAT CLIMATE,NUNAVUT,2301153,41576,61.1,-94.07,9,2004,2019,2004,2019,2004,2019,2005,2007
BROWN RIVER,NUNAVUT,2301331,10971,66.03,-91.83,150,1994,2004,1994,2001,1994,2004,1996,2001
GJOA HAVEN A,NUNAVUT,2302335,1715,68.64,-95.85,46,1984,2014,1984,2013,1984,2014,1984,2007
GJOA HAVEN A,NUNAVUT,2302336,51082,68.64,-95.85,46,2013,2019,2013,2019,-999,-999,-999,-999
GJOA HAVEN A,NUNAVUT,2302337,51079,68.64,-95.85,46,2013,2019,2013,2019,2013,2019,-999,-999
GJOA HAVEN AWOS A,NUNAVUT,2302338,31268,68.64,-95.85,46,2008,2013,2008,2013,-999,-999,-999,-999
GJOA HAVEN CLIMATE,NUNAVUT,2302340,41943,68.64,-95.85,42,2003,2019,2003,2019,2003,2019,2003,2007
HARDING RIVER,NUNAVUT,2302353,10827,68.84,-117.0,89,1992,1993,1992,1993,1993,1993,-999,-999
HAT ISLAND,NUNAVUT,2302370,1716,68.32,-100.09,36,1959,2019,1994,2019,1959,2019,1959,2007
HUDSON BAY SITE 1,NUNAVUT,2302530,7344,58.5,-87.17,21,1974,1974,1974,1974,-999,-999,-999,-999
HUDSON BAY SITE 2,NUNAVUT,2302531,7345,58.5,-86.78,21,1974,1974,1974,1974,-999,-999,-999,-999
HUDSON BAY SITE 3,NUNAVUT,2302532,7346,58.02,-84.3,21,1974,1974,1974,1974,-999,-999,-999,-999
JENNY LIND ISLAND,NUNAVUT,2302649,10829,68.75,-101.85,78,1992,1993,1992,1993,1993,1993,-999,-999
JENNY LIND ISLAND A,NUNAVUT,2302650,1717,68.65,-101.73,18,1957,1992,1973,1992,1957,1992,1957,1992
LADY FRANKLIN POINT A,NUNAVUT,2302680,1675,68.5,-113.22,15,1957,2000,1973,2000,1957,2000,1957,1993
LUPIN (AUT),NUNAVUT,2302685,8941,65.77,-111.23,499,1993,1995,1994,1995,1993,1995,-999,-999
LUPIN A,NUNAVUT,23026HN,1671,65.76,-111.25,490,1982,2006,1982,2006,1982,2006,1982,2006
PELLY BAY,NUNAVUT,2303090,1718,68.43,-89.72,325,1955,1992,1955,1992,1957,1992,1957,1992
KUGAARUK A,NUNAVUT,2303091,53515,68.54,-89.81,15,2015,2019,2015,2019,-999,-999,-999,-999
KUGAARUK A,NUNAVUT,2303092,1719,68.54,-89.8,15,1984,2015,1984,2015,1984,2012,1984,2007
PELLY BAY,NUNAVUT,2303093,10847,68.44,-89.73,324,1994,2019,1994,2019,1994,2019,2005,2007
KUGAARUK CLIMATE,NUNAVUT,2303094,43006,68.54,-89.8,15,2004,2019,2004,2019,2004,2019,2007,2007
KUGAARUK A,NUNAVUT,2303095,53518,68.54,-89.81,15,2015,2019,2015,2019,2018,2019,-999,-999
RANKIN INLET,NUNAVUT,2303400,1720,62.8,-92.07,30,1954,1962,-999,-999,1954,1962,1954,1954
RANKIN INLET A,NUNAVUT,2303401,1721,62.82,-92.12,32,1981,2013,1981,2013,1981,2013,1981,2013
RANKIN INLET ARTC,NUNAVUT,2303403,1722,62.82,-92.08,13,1976,1976,-999,-999,1976,1976,1976,1976
RANKIN INLET A,NUNAVUT,2303405,51277,62.81,-92.11,32,2013,2019,2013,2019,2013,2019,-999,-999
ROBERTSON LAKE (AUT),NUNAVUT,2303610,7337,65.1,-102.43,243,1992,2019,1992,2019,1994,2019,1998,2007
ROSS POINT,NUNAVUT,2303616,1692,68.58,-111.1,148,1959,1963,-999,-999,1959,1963,1959,1963
SANIKILUAQ A,NUNAVUT,2303660,53336,56.54,-79.25,33,2014,2019,2014,2019,2018,2019,-999,-999
SANIKILUAQ A,NUNAVUT,2303666,53337,56.54,-79.25,33,2014,2019,2014,2019,-999,-999,-999,-999
SANIKILUAQ A,NUNAVUT,2303667,8274,56.54,-79.25,33,1988,2014,1988,2014,-999,-999,-999,-999
SANIKILUAQ,NUNAVUT,2303668,52658,56.54,-79.26,34,2014,2019,2014,2019,2014,2019,-999,-999
SHEPHERD BAY A,NUNAVUT,2303685,1723,68.82,-93.43,42,1957,2019,1973,2019,1957,2019,1957,2006
SIMPSON LAKE,NUNAVUT,2303693,10833,68.6,-91.95,282,1992,1993,1992,1993,1993,1993,-999,-999
SIMPSON LAKE,NUNAVUT,2303694,1724,68.6,-92.02,371,1959,1963,-999,-999,1959,1963,1959,1963
STURT POINT,NUNAVUT,2303830,1725,68.78,-103.35,19,1959,1963,-999,-999,1959,1963,1959,1963
STURT POINT NORTH,NUNAVUT,2303831,10832,68.97,-103.77,106,1992,1993,1992,1993,1993,1993,-999,-999
WHALE COVE,NUNAVUT,2303985,1726,62.18,-92.6,6,1974,1984,-999,-999,1974,1984,1974,1984
WHALE COVE A,NUNAVUT,2303986,1727,62.24,-92.6,12,1984,2014,1984,2013,1985,2014,1985,2007
WHALE COVE A,NUNAVUT,2303987,51443,62.24,-92.6,12,2013,2019,2013,2019,-999,-999,-999,-999
WHALE COVE A,NUNAVUT,2303990,52984,62.24,-92.6,12,2014,2019,2014,2019,2018,2019,-999,-999
YATHKYED LAKE (AUT),NUNAVUT,2304058,10803,62.71,-98.29,148,1993,2004,1993,2004,1993,2004,1998,2004
MALLOCH DOME (AUT),NUNAVUT,230BF86,7338,78.22,-101.05,12,1981,1983,1981,1983,-999,-999,-999,-999
CROKER RIVER,NUNAVUT,230J01Q,10826,69.28,-119.22,69,1993,2018,1994,2018,1993,2018,2005,2007
DUBAWNT LAKE (AUT),NUNAVUT,230J048,10802,63.23,-101.76,237,1993,2005,1994,2005,1993,2005,1998,2005
GJOA HAVEN,NUNAVUT,230KLLM,10830,68.66,-95.87,51,1992,1993,1992,1993,1992,1993,-999,-999
LUPIN CS,NUNAVUT,230N002,27376,65.76,-111.25,488,1997,2019,1997,2019,1997,2019,2004,2007
ALERT,NUNAVUT,2400300,1731,82.52,-62.28,30,1950,2006,1953,2006,1950,2006,1950,2006
ALERT A,NUNAVUT,2400302,7559,82.52,-62.28,30,1988,2019,1988,2019,-999,-999,-999,-999
ALERT BASE (AUT),NUNAVUT,2400304,7350,82.5,-62.37,92,1983,1986,1983,1986,-999,-999,-999,-999
ALERT CLIMATE,NUNAVUT,2400305,42463,82.5,-62.33,65,2004,2019,2004,2019,2004,2019,2005,2007
ALERT UA,NUNAVUT,2400306,10744,82.5,-62.33,65,1997,2019,-999,-999,1997,2019,1997,2007
ARCTIC BAY,NUNAVUT,2400399,48973,73.01,-85.05,21,2011,2019,2011,2019,2018,2019,-999,-999
ARCTIC BAY,NUNAVUT,2400400,1732,73.03,-85.15,11,1937,1976,1953,1976,1937,1976,1937,1976
ARCTIC BAY A,NUNAVUT,2400401,50497,73.01,-85.05,21,2012,2019,2012,2019,-999,-999,-999,-999
ARCTIC BAY A,NUNAVUT,2400402,49328,73.01,-85.05,21,2011,2012,2011,2012,-999,-999,-999,-999
ARCTIC BAY CS,NUNAVUT,2400404,29517,72.99,-85.01,10,1999,2019,2000,2019,1999,2019,1999,2007
BATHURST ISLAND,NUNAVUT,2400552,1733,75.72,-98.42,3,1971,1979,-999,-999,1971,1979,1971,1979
BLACK TOP RIDGE (AUT),NUNAVUT,2400559,7351,80.0,-85.42,619,1983,1986,1983,1986,-999,-999,-999,-999
BRAY ISLAND,NUNAVUT,2400560,1734,69.22,-77.25,17,1959,1995,1995,1995,1959,1993,1959,1963
BREVOORT ISLAND,NUNAVUT,2400565,1735,63.34,-64.15,376,1959,2019,1960,2019,1959,2019,1959,2007
BROUGHTON ISLAND,NUNAVUT,2400570,1736,67.54,-63.79,584,1956,2018,1956,2018,1957,2018,1957,2007
QIKIQTARJUAQ AWOS,NUNAVUT,2400571,47428,67.55,-64.03,5,2008,2013,2008,2013,2008,2013,-999,-999
QIKIQTARJUAQ A,NUNAVUT,2400572,8271,67.55,-64.03,5,1988,2016,1988,2013,1994,2016,1994,2007
QIKIQTARJUAQ CLIMATE,NUNAVUT,2400573,42803,67.55,-64.03,6,2005,2019,2005,2019,2005,2019,2005,2007
BROUGHTON VILLAGE,NUNAVUT,2400574,1737,67.55,-64.03,9,1971,1974,-999,-999,1971,1974,1971,1974
QIKIQTARJUAQ A,NUNAVUT,2400576,51177,67.55,-64.03,4,2013,2019,2013,2019,-999,-999,-999,-999
QIKIQTARJUAQ A,NUNAVUT,2400577,51218,67.55,-64.03,5,2013,2019,2013,2019,2013,2019,-999,-999
BYRON BAY A,NUNAVUT,2400595,1785,68.75,-109.07,92,1955,1994,1955,1994,1957,1993,1957,1993
CAMBRIDGE BAY A,NUNAVUT,2400600,1786,69.11,-105.14,31,1929,2015,1953,2015,1929,2015,1929,2015
CAMBRIDGE BAY A,NUNAVUT,2400601,53512,69.11,-105.14,31,2015,2019,2015,2019,2015,2019,-999,-999
CAMBRIDGE BAY GSN,NUNAVUT,2400602,32233,69.11,-105.14,18,2002,2019,2002,2019,2002,2019,2002,2007
CAMBRIDGE BAY A,NUNAVUT,2400603,54139,69.11,-105.14,31,2016,2019,2016,2019,2018,2019,-999,-999
CAPE DORSET A,NUNAVUT,2400633,50288,64.23,-79.53,48,2012,2019,2012,2019,-999,-999,-999,-999
CAPE DORSET AWOS,NUNAVUT,2400634,47447,64.23,-76.53,48,2008,2012,2008,2012,2008,2012,-999,-999
CAPE DORSET A,NUNAVUT,2400635,1738,64.23,-76.53,48,1963,2014,1970,2012,1963,2014,1963,2007
CAPE DORSET CLIMATE,NUNAVUT,2400636,43163,64.23,-76.53,50,2005,2019,2005,2019,2005,2019,2005,2007
CAPE DORSET A,NUNAVUT,2400637,50328,64.23,-76.53,48,2012,2019,2012,2019,2012,2019,-999,-999
CAPE DYER,NUNAVUT,2400650,1739,66.65,-61.38,725,1955,2019,1955,2019,1958,2019,1958,1959
CAPE DYER A,NUNAVUT,2400654,1740,66.58,-61.62,392,1959,1994,1959,1994,1959,1993,1959,1993
CAPE HERSCHEL,NUNAVUT,2400658,1741,78.62,-74.7,60,1973,1974,1973,1974,1973,1974,1973,1974
CAPE HOOPER,NUNAVUT,2400660,1742,68.47,-66.82,390,1956,2018,1956,2018,1957,2018,1957,2007
CAPE LIVERPOOL,NUNAVUT,2400675,51618,73.67,-78.29,2,2013,2019,2013,2019,2017,2019,-999,-999
CAPE PEEL WEST,NUNAVUT,2400697,10828,69.04,-107.82,165,1993,2019,1994,2019,1993,2019,-999,-999
CAPE MCLAUGHLIN,NUNAVUT,24006FL,10834,68.66,-85.59,383,1992,1993,1992,1993,-999,-999,-999,-999
CLYDE A,NUNAVUT,2400800,1743,70.49,-68.52,26,1933,2013,1953,2013,1933,2008,1933,2007
CLYDE AWOS,NUNAVUT,2400801,47387,70.49,-68.52,26,2008,2013,2008,2013,2008,2013,-999,-999
CLYDE RIVER CLIMATE,NUNAVUT,2400802,42244,70.48,-68.52,26,2004,2019,2004,2019,2004,2019,2005,2007
CLYDE RIVER A,NUNAVUT,2400803,51078,70.49,-68.52,26,2013,2019,2013,2019,-999,-999,-999,-999
CLYDE RIVER A,NUNAVUT,2400804,51077,70.49,-68.52,26,2013,2019,2013,2019,2013,2019,-999,-999
COBURG ISLAND,NUNAVUT,2400815,1744,75.92,-79.0,3,1972,1974,1972,1974,1972,1974,1972,1974
CAPE MERCY,NUNAVUT,2400F63,10839,64.96,-63.58,582,1994,2018,1994,2018,1994,2018,2005,2007
DEVON ISLAND,NUNAVUT,2401025,1745,74.67,-84.67,-999,1961,1962,-999,-999,1961,1962,-999,-999
DEWAR LAKES,NUNAVUT,2401030,1746,68.65,-71.17,526,1956,2019,1956,2019,1958,2019,1958,2007
DUNDAS HARBOUR,NUNAVUT,2401050,1747,74.53,-82.38,4,1930,1950,-999,-999,1930,1950,1930,1950
DURBAN ISLAND,NUNAVUT,2401060,1748,67.1,-62.15,664,1960,1963,-999,-999,1960,1963,1960,1963
EAST DRAKE,NUNAVUT,2401070,8951,76.42,-107.82,0,1974,1975,1974,1975,-999,-999,-999,-999
EDINBURGH ISLAND,NUNAVUT,2401087,10831,68.49,-110.88,193,1992,1993,1992,1993,1993,1993,-999,-999
EKALUGAD FIORD,NUNAVUT,2401090,1749,68.72,-68.55,723,1959,1963,-999,-999,1959,1963,1959,1963
EUREKA CLIMATE,NUNAVUT,2401199,50737,79.99,-85.93,10,2013,2019,2013,2019,2015,2019,-999,-999
EUREKA A,NUNAVUT,2401200,1750,79.98,-85.93,10,1947,2016,1953,2016,1947,2016,1947,2016
EUREKA A,NUNAVUT,2401203,53598,79.99,-85.81,82,2016,2019,2016,2019,2016,2018,-999,-999
EUREKA A,NUNAVUT,2401208,53599,79.99,-85.81,82,2016,2019,2016,2019,2018,2019,-999,-999
FORT ROSS,NUNAVUT,2402050,1751,71.92,-94.25,15,1937,1948,-999,-999,1937,1948,1938,1948
FORT ROSS,NUNAVUT,2402051,50658,72.02,-94.2,10,2012,2019,2012,2019,2012,2019,-999,-999
GATESHEAD ISLAND,NUNAVUT,2402332,49828,70.63,-100.27,20,2011,2019,2011,2019,2011,2019,-999,-999
GRISE FIORD A,NUNAVUT,2402338,53513,76.43,-82.91,41,2015,2019,2015,2019,-999,-999,-999,-999
GLADMAN POINT,NUNAVUT,2402339,10904,68.68,-97.81,-999,1992,1993,1992,1993,1992,1993,-999,-999
GLADMAN POINT A,NUNAVUT,2402340,1752,68.67,-97.8,14,1955,1992,1955,1992,1957,1992,1957,1992
GRANT (AUT),NUNAVUT,2402343,7352,82.5,-65.08,1242,1983,1984,1983,1984,-999,-999,-999,-999
GRISE FIORD,NUNAVUT,2402345,1753,76.42,-82.95,1,1973,1977,-999,-999,1973,1977,1973,1977
GRISE FIORD,NUNAVUT,2402346,1754,76.42,-82.9,42,1984,2015,1984,2015,1984,2015,1984,2007
HALL BEACH A,NUNAVUT,2402350,1755,68.78,-81.24,9,1956,2014,1956,2012,1957,2014,1957,2007
GRISE FIORD CLIMATE,NUNAVUT,2402351,46568,76.42,-82.9,44,2007,2019,2007,2019,2007,2019,-999,-999
HALL BEACH AWOS,NUNAVUT,2402352,47467,68.78,-81.24,9,2008,2012,2008,2012,2008,2012,-999,-999
HALL BEACH CLIMATE,NUNAVUT,2402353,42483,68.78,-81.24,8,2004,2019,2004,2019,2004,2019,2005,2007
HALL BEACH A,NUNAVUT,2402354,50498,68.78,-81.24,9,2012,2019,2012,2019,2012,2019,-999,-999
HALL BEACH A,NUNAVUT,2402356,50499,68.78,-81.24,9,2012,2019,2012,2019,-999,-999,-999,-999
GRISE FIORD A,NUNAVUT,2402360,53514,76.43,-82.91,41,2015,2019,2015,2019,2018,2019,-999,-999
IDA (AUT),NUNAVUT,2402536,7353,81.58,-69.38,839,1983,1986,1983,1986,-999,-999,-999,-999
IGLOOLIK,NUNAVUT,2402540,1756,69.38,-81.8,21,1977,2003,-999,-999,1977,2003,1977,2003
IGLOOLIK A,NUNAVUT,2402541,53334,69.36,-81.82,52,2015,2019,2015,2019,-999,-999,-999,-999
IGLOOLIK A,NUNAVUT,2402543,1757,69.37,-81.82,52,1984,2015,1984,2015,1984,2015,1984,2007
IGLOOLIK A,NUNAVUT,2402546,53333,69.36,-81.82,52,2015,2019,2015,2019,2018,2019,-999,-999
IQALUIT A,NUNAVUT,2402590,1758,63.75,-68.55,33,1946,2014,1953,2014,1946,2008,1946,2007
IQALUIT AWOS,NUNAVUT,2402591,47388,63.75,-68.55,33,2008,2015,2008,2015,2008,2015,-999,-999
IQALUIT CLIMATE,NUNAVUT,2402592,42503,63.75,-68.54,33,2004,2019,2004,2019,2004,2019,2005,2007
IQALUIT UA,NUNAVUT,2402594,10082,63.75,-68.55,21,1997,2016,-999,-999,1997,2016,1997,2007
IQALUIT A,NUNAVUT,2402596,52079,63.76,-68.56,33,2014,2019,2014,2019,2018,2019,-999,-999
ISACHSEN,NUNAVUT,2402600,1790,78.78,-103.53,25,1948,1978,1953,1978,1948,1978,1948,1978
ISACHSEN (AUT),NUNAVUT,2402604,10253,78.79,-103.55,58,1994,2019,1994,2019,1995,2019,2003,2007
KEITH BAY,NUNAVUT,2402665,1759,68.4,-88.22,80,1959,1963,-999,-999,1959,1963,1959,1963
KILLINEK,NUNAVUT,2402667,1760,60.42,-64.85,9,1975,1985,1975,1985,1975,1985,1975,1984
KIMMIRUT A,NUNAVUT,2402671,51424,62.85,-69.88,51,2015,2019,2015,2019,-999,-999,-999,-999
KIMMIRUT A,NUNAVUT,2402673,53517,62.85,-69.88,51,2015,2019,2015,2019,2018,2019,-999,-999
